Run Start Time,Total Time Taken (ms),Total Mistakes,Layout Difficulty,Mistake Chains
2024-01-15 19:40:06.954,12048.0,0.0,66.27695652173912,0
2024-01-15 19:40:23.951,11915.0,1.0,70.82,1
2024-01-15 19:40:41.449,9632.0,0.0,69.00772727272725,0
2024-01-15 19:40:56.030,12915.0,6.0,64.16172413793103,5
2024-01-15 19:41:13.994,10832.0,0.0,52.51913043478261,0
2024-01-15 19:41:29.892,12981.0,7.0,60.09172413793103,3
2024-01-15 19:41:47.823,11498.0,4.0,54.42222222222221,4
2024-01-15 19:42:04.320,11065.0,1.0,68.2272,1
2024-01-15 19:42:20.218,8882.0,1.0,51.39416666666667,1
2024-01-15 19:42:33.966,9649.0,1.0,70.40958333333332,1
2024-01-15 19:42:48.631,11798.0,2.0,64.60919999999999,2
2024-01-15 19:43:05.345,10932.0,1.0,77.54041666666666,1
2024-01-15 19:43:21.226,10366.0,3.0,67.6948,2
2024-01-15 19:43:36.541,10148.0,1.0,58.18239999999999,1
2024-01-15 19:47:23.943,9549.0,1.0,66.7775,1
2024-01-15 19:47:38.474,9000.0,0.0,52.57260869565218,0
2024-01-15 19:47:52.439,11565.0,6.0,73.90518518518518,3
2024-01-15 19:48:08.921,8798.0,0.0,73.90260869565216,0
2024-01-15 19:48:23.052,11483.0,1.0,65.03260869565217,1
2024-01-15 19:48:39.117,11798.0,6.0,66.61814814814817,3
2024-01-15 19:48:56.165,9665.0,1.0,69.13583333333334,1
2024-01-15 19:49:10.930,11781.0,6.0,60.96758620689655,5
2024-01-15 19:49:27.777,12799.0,6.0,72.77444444444444,4
2024-01-15 19:49:45.525,10365.0,4.0,69.66111111111111,4
2024-01-15 19:50:00.823,9831.0,0.0,62.144347826086964,0
2024-01-15 19:50:15.537,10499.0,2.0,51.64346153846154,2
2024-01-15 19:50:31.268,9398.0,4.0,64.7374074074074,4
2024-01-15 19:50:45.383,9115.0,2.0,51.347599999999986,2
2024-01-15 19:50:59.614,9215.0,1.0,58.53608695652174,1
2024-01-15 19:51:13.895,8266.0,1.0,51.267826086956504,1
2024-01-15 19:51:27.227,10748.0,5.0,56.61275862068965,5
2024-01-15 19:51:42.975,9665.0,0.0,68.81083333333335,0
2024-01-15 19:51:57.656,10616.0,4.0,67.51291666666667,3
2024-01-15 19:52:13.621,10899.0,0.0,62.193913043478275,0
2024-01-15 19:52:29.219,10316.0,2.0,52.858799999999995,2
2024-01-15 19:52:44.717,11166.0,3.0,66.384,2
2024-01-15 19:53:00.948,8515.0,0.0,69.595,0
2024-01-15 19:53:14.512,11965.0,4.0,60.84928571428571,4
2024-01-15 19:53:31.693,9799.0,3.0,47.096799999999995,3
2024-01-15 19:53:46.458,9249.0,2.0,60.18384615384615,2
2024-01-15 19:54:00.840,9881.0,0.0,62.141304347826065,0
2024-01-15 19:54:15.654,8949.0,1.0,67.848,1
2024-01-15 19:54:29.536,10181.0,2.0,62.843846153846144,2
