Run Start Time,Total Time Taken (ms),Total Mistakes,Layout Difficulty,Mistake Chains
2024-02-12 09:55:10.752,11548.0,3.0,45.9026923076923,3
2024-02-12 09:55:27.333,11249.0,4.0,57.49444444444443,2
2024-02-12 09:55:43.631,12282.0,2.0,58.38478260869564,2
2024-02-12 09:56:00.912,12348.0,5.0,67.67678571428571,4
2024-02-12 09:56:18.177,8332.0,1.0,56.009199999999986,1
2024-02-12 09:56:31.492,9682.0,0.0,62.39304347826088,0
2024-02-12 09:56:45.990,10115.0,3.0,52.77884615384614,1
2024-02-12 09:57:01.087,10966.0,7.0,65.27689655172415,4
2024-02-12 09:57:17.502,10598.0,3.0,50.921538461538454,3
2024-02-12 09:57:33.216,8833.0,1.0,66.74041666666666,1
2024-02-12 09:57:47.198,10015.0,0.0,53.6409090909091,0
2024-02-12 09:58:02.113,9464.0,0.0,50.3708695652174,0
2024-02-12 09:58:16.410,11600.0,3.0,59.00461538461538,2
2024-02-12 09:58:32.992,9049.0,0.0,68.24166666666666,0
2024-02-12 09:58:47.040,9932.0,3.0,75.98307692307692,1
2024-02-12 09:59:01.971,7799.0,0.0,75.56772727272727,0
2024-02-12 09:59:14.736,11532.0,4.0,65.32185185185185,2
2024-02-12 09:59:31.151,10599.0,2.0,65.30760000000001,2
2024-02-12 09:59:46.748,10532.0,2.0,68.19208333333333,1
2024-02-12 10:00:02.330,10485.0,3.0,53.873703703703704,2
2024-02-12 10:00:17.746,9765.0,1.0,68.30458333333333,1
2024-02-12 10:00:32.344,10615.0,2.0,56.69958333333333,1
2024-02-12 10:00:47.775,11232.0,1.0,71.45124999999999,1
2024-02-12 10:01:04.071,11683.0,2.0,67.3323076923077,2
2024-02-12 10:01:20.753,9116.0,5.0,46.777857142857144,3
2024-02-12 10:01:34.884,11316.0,8.0,64.62612903225805,5
2024-02-12 10:01:51.282,9166.0,0.0,66.06260869565217,0
2024-02-12 10:02:05.231,8632.0,0.0,57.663478260869574,0
2024-02-12 10:02:18.846,9699.0,1.0,65.3204,1
2024-02-12 10:02:33.628,10014.0,4.0,67.16481481481482,3
2024-02-12 10:02:48.675,8582.0,0.0,60.61347826086956,0
2024-02-12 10:03:02.207,8831.0,0.0,67.10428571428571,0
2024-02-12 10:03:16.054,8633.0,1.0,49.89952380952381,1
2024-02-12 10:03:29.436,8782.0,0.0,65.5304347826087,0
2024-02-12 10:03:43.718,9398.0,0.0,60.37260869565217,0
2024-02-12 10:03:58.499,9048.0,2.0,54.47833333333333,2
2024-02-12 10:04:12.880,9949.0,2.0,59.7148,2
2024-02-12 10:04:27.861,10132.0,6.0,65.47482758620689,2
2024-02-12 10:04:43.443,9749.0,1.0,70.48863636363637,1
2024-02-12 10:04:58.191,10266.0,2.0,69.52041666666668,2
2024-02-12 10:05:13.240,8348.0,0.0,53.392727272727264,0
2024-02-12 10:05:26.571,9449.0,0.0,64.06333333333333,0
2024-02-12 10:05:41.402,12799.0,4.0,59.21499999999999,3
2024-02-12 10:05:59.100,8982.0,0.0,62.54347826086956,0
2024-02-12 10:06:13.298,8416.0,1.0,67.38958333333333,1
2024-02-12 10:06:26.913,9432.0,2.0,69.06625,2
2024-02-12 10:06:41.161,11048.0,3.0,66.4888,2
2024-02-12 10:06:57.060,9931.0,2.0,66.5376,2
2024-02-12 10:07:11.806,10016.0,1.0,58.802916666666654,1
2024-02-12 10:07:26.771,10133.0,2.0,69.74,1
2024-02-12 10:07:42.352,10033.0,0.0,57.20521739130434,0
2024-02-12 10:07:57.668,10548.0,2.0,46.64461538461539,1
2024-02-12 10:08:13.233,10681.0,3.0,60.41624999999999,2
2024-02-12 10:08:28.963,9399.0,1.0,60.405217391304355,1
2024-02-12 10:08:43.445,9949.0,2.0,72.08869565217391,2
2024-02-12 10:08:58.426,8583.0,0.0,61.729583333333345,0
2024-02-12 10:09:12.059,11098.0,4.0,61.13000000000001,4
2024-02-12 10:09:28.389,11965.0,1.0,57.953913043478266,1
2024-02-12 10:09:45.187,11083.0,0.0,68.2891304347826,0
2024-02-12 10:10:01.052,8766.0,2.0,65.3716,1
2024-02-12 10:10:14.833,8832.0,2.0,67.4616,1
2024-02-12 10:10:28.931,9299.0,2.0,60.83608695652173,1
2024-02-12 10:10:43.464,8947.0,0.0,70.02,0
2024-02-12 10:10:57.511,10532.0,1.0,59.214999999999996,1
2024-02-12 10:11:12.926,9099.0,0.0,69.36124999999998,0
2024-02-12 10:11:26.957,8366.0,0.0,67.30434782608695,0
2024-02-12 10:11:40.372,8866.0,0.0,53.42636363636363,0
2024-02-12 10:11:54.170,11249.0,2.0,58.63375,1
2024-02-12 10:12:10.402,9465.0,0.0,59.61727272727273,0
2024-02-12 10:12:26.282,10599.0,3.0,56.0392,3
2024-02-12 10:12:42.131,8332.0,0.0,69.52999999999999,0
2024-02-12 10:12:56.096,8532.0,0.0,83.2291304347826,0
2024-02-12 10:13:10.294,10215.0,6.0,48.876071428571414,4
2024-02-12 10:13:25.692,11982.0,3.0,66.9784,3
2024-02-12 10:13:42.572,9249.0,0.0,67.19608695652174,0
2024-02-12 10:13:56.821,8599.0,1.0,63.45045454545454,1
2024-02-12 10:14:10.252,10465.0,2.0,67.7972,2
2024-02-12 10:14:25.617,9032.0,0.0,66.02318181818181,0
2024-02-12 10:14:40.098,9349.0,1.0,62.29560000000001,1
2024-02-12 10:14:54.563,11782.0,3.0,60.02384615384615,1
2024-02-12 10:15:11.528,9965.0,4.0,59.03964285714287,3
2024-02-12 10:15:26.508,10866.0,5.0,59.25576923076922,4
2024-02-12 10:15:42.490,9049.0,0.0,57.558636363636374,0
2024-02-12 10:15:56.805,11514.0,1.0,56.93541666666667,1
2024-02-12 10:16:13.219,10665.0,3.0,61.10296296296297,3
2024-02-12 10:16:28.800,10215.0,2.0,50.3808,1
2024-02-12 10:16:44.231,9932.0,1.0,73.56500000000001,1
2024-02-12 10:16:59.063,9982.0,0.0,67.07217391304347,0
2024-02-12 10:17:14.328,9932.0,2.0,60.46,1
2024-02-12 10:17:29.425,8550.0,2.0,67.972,2
2024-02-12 10:17:43.407,9932.0,3.0,61.2076,3
2024-02-12 10:17:58.789,9965.0,0.0,69.10818181818182,0
2024-02-12 10:18:13.670,9165.0,4.0,55.60043478260868,3
2024-02-12 10:18:28.068,9199.0,3.0,67.39653846153846,1
2024-02-12 10:18:42.633,9199.0,3.0,59.87880000000001,2
2024-02-12 10:18:56.648,9732.0,5.0,56.224444444444444,5
2024-02-12 10:19:11.296,11432.0,7.0,57.28137931034483,5
2024-02-12 10:19:27.661,10032.0,0.0,83.04285714285714,0
2024-02-12 10:19:42.858,9633.0,3.0,57.5888,2
2024-02-12 10:19:57.856,10682.0,1.0,68.36958333333334,1
2024-02-12 10:20:13.721,8898.0,0.0,65.3513043478261,0
2024-02-12 10:20:27.902,11898.0,4.0,68.94555555555554,3
2024-02-12 10:20:44.766,9215.0,2.0,53.83199999999999,2
2024-02-12 10:20:59.031,10133.0,3.0,61.29307692307692,2
2024-02-12 10:21:14.113,9449.0,1.0,57.90624999999999,1
2024-02-12 10:21:28.378,10482.0,2.0,59.20959999999998,2
2024-02-12 10:21:44.376,10864.0,2.0,65.155,2
2024-02-12 10:22:00.556,10034.0,2.0,51.82124999999999,2
2024-02-12 10:22:15.555,10715.0,11.0,51.34235294117647,8
2024-02-12 10:22:31.019,8983.0,6.0,62.594999999999985,4
2024-02-12 10:22:45.234,10649.0,0.0,75.72565217391303,0
2024-02-12 10:23:01.132,9682.0,3.0,58.80074074074074,2
2024-02-12 10:23:15.564,8349.0,0.0,61.1009523809524,0
2024-02-12 10:23:29.061,8649.0,0.0,74.49913043478261,0
2024-02-12 10:23:42.893,9615.0,3.0,48.376000000000005,2
2024-02-12 10:23:57.507,11550.0,7.0,44.068333333333314,5
2024-02-12 10:24:14.422,9332.0,2.0,60.22374999999999,2
2024-02-12 10:24:29.053,9965.0,0.0,65.91708333333334,0
2024-02-12 10:24:44.134,8900.0,2.0,58.84708333333333,2
2024-02-12 10:24:58.366,8449.0,0.0,59.429130434782614,0
