Datetime,Key,Number,Action,Time,Mistakes
2024-02-12 09:55:10.752,N/A,N/A,start,N/A,N/A
2024-02-12 09:55:12.018,o,16,pressed,76,1
2024-02-12 09:55:12.169,o,16,released,85,1
2024-02-12 09:55:12.568,i,1,pressed,109,1
2024-02-12 09:55:12.702,i,1,released,117,1
2024-02-12 09:55:12.735,k,2,pressed,119,1
2024-02-12 09:55:12.885,k,2,released,128,1
2024-02-12 09:55:13.002,u,3,pressed,135,1
2024-02-12 09:55:13.135,u,3,released,143,1
2024-02-12 09:55:13.218,b,4,pressed,148,1
2024-02-12 09:55:13.352,b,4,released,156,1
2024-02-12 09:55:13.435,h,5,pressed,161,1
2024-02-12 09:55:13.585,h,5,released,170,1
2024-02-12 09:55:13.668,g,6,pressed,175,1
2024-02-12 09:55:13.851,g,6,released,186,1
2024-02-12 09:55:14.002,q,7,pressed,195,1
2024-02-12 09:55:14.169,q,7,released,205,1
2024-02-12 09:55:14.251,s,8,pressed,210,1
2024-02-12 09:55:14.419,s,8,released,220,1
2024-02-12 09:55:14.568,r,9,pressed,229,1
2024-02-12 09:55:14.718,r,9,released,238,1
2024-02-12 09:55:14.835,a,10,pressed,245,1
2024-02-12 09:55:15.035,a,10,released,257,1
2024-02-12 09:55:15.201,e,11,pressed,267,1
2024-02-12 09:55:15.385,e,11,released,278,1
2024-02-12 09:55:16.085,l,12,pressed,320,1
2024-02-12 09:55:16.251,l,12,released,330,1
2024-02-12 09:55:16.335,r,9,pressed,335,2
2024-02-12 09:55:16.518,r,9,released,346,2
2024-02-12 09:55:16.968,t,13,pressed,373,2
2024-02-12 09:55:17.151,t,13,released,384,2
2024-02-12 09:55:17.268,n,14,pressed,391,2
2024-02-12 09:55:17.451,n,14,released,402,2
2024-02-12 09:55:17.584,y,15,pressed,410,2
2024-02-12 09:55:17.801,y,15,released,423,2
2024-02-12 09:55:18.351,o,16,pressed,456,2
2024-02-12 09:55:18.518,o,16,released,466,2
2024-02-12 09:55:18.635,j,17,pressed,473,2
2024-02-12 09:55:18.818,j,17,released,484,2
2024-02-12 09:55:18.934,d,18,pressed,491,2
2024-02-12 09:55:19.084,d,18,released,500,2
2024-02-12 09:55:19.401,p,19,pressed,519,2
2024-02-12 09:55:19.601,f,20,pressed,531,2
2024-02-12 09:55:19.767,f,20,released,541,2
2024-02-12 09:55:19.935,v,21,pressed,551,2
2024-02-12 09:55:20.185,v,21,released,566,2
