Run Start Time,Total Time Taken (ms),Total Mistakes,Layout Difficulty
2023-11-29 00:26:20.210,18578.0,2.0,71.88375
2023-11-29 00:27:35.830,15523.0,3.0,83.0625
2023-11-29 00:27:57.429,17747.0,3.0,66.70458333333332
2023-11-29 00:28:26.932,13799.0,4.0,53.47458333333332
2023-11-29 00:28:46.974,18390.0,5.0,63.58559999999999
2023-11-29 00:29:11.555,17704.0,5.0,57.51416666666666
2023-11-29 00:29:35.413,18738.0,3.0,54.2825
2023-11-29 00:30:00.246,18172.0,2.0,64.29666666666665
2023-11-29 00:30:24.551,17137.0,5.0,62.929999999999986
2023-11-29 00:30:47.857,14802.0,2.0,56.30374999999998
2023-11-29 00:31:08.649,17439.0,3.0,53.64086956521738
2023-11-29 00:31:32.269,12965.0,4.0,56.802083333333336
2023-11-29 00:31:51.519,16895.0,5.0,69.96250000000002
2023-11-29 00:32:14.545,14953.0,3.0,72.96913043478261
2023-11-29 00:32:35.558,17417.0,3.0,62.80304347826087
2023-11-29 00:32:59.073,16806.0,1.0,76.00086956521739
2023-11-29 00:33:22.011,16355.0,5.0,60.24791666666667
2023-11-29 00:33:44.745,16751.0,5.0,72.68291666666667
2023-11-29 00:34:10.545,16274.0,1.0,69.79041666666666
2023-11-29 00:34:33.774,14274.0,6.0,67.97166666666665
2023-11-29 00:34:54.180,15020.0,6.0,57.24153846153846
2023-11-29 00:35:20.039,14347.0,3.0,63.276666666666664
2023-11-29 00:36:55.704,14937.0,3.0,73.30749999999999
2023-11-29 00:38:08.460,12864.0,0.0,72.62875000000001
2023-11-29 00:38:27.647,14993.0,5.0,65.62166666666666
2023-11-29 00:38:49.250,15760.0,3.0,69.55583333333333
2023-11-29 00:39:11.106,14944.0,7.0,60.242857142857126
2023-11-29 00:39:32.104,17843.0,9.0,74.9816666666667
2023-11-29 00:39:56.131,15244.0,4.0,64.38260869565217
2023-11-29 00:40:17.910,16154.0,6.0,75.80347826086955
2023-11-29 00:41:10.334,14821.0,7.0,58.21130434782608
2023-11-29 00:41:56.351,15612.0,1.0,72.12739130434782
2023-11-29 00:42:18.086,17221.0,3.0,67.36958333333332
2023-11-29 00:42:41.470,16589.0,5.0,55.7072
2023-11-29 00:43:04.206,15872.0,4.0,65.31958333333334
2023-11-29 00:43:26.572,13536.0,2.0,58.0109090909091
2023-11-29 00:43:46.301,18057.0,3.0,61.86708333333331
2023-11-29 00:44:10.562,14917.0,3.0,63.66043478260871
2023-11-29 00:44:31.575,14370.0,4.0,63.83478260869565
2023-11-29 00:44:52.306,17953.0,8.0,67.0913043478261
2023-11-29 00:45:16.214,17817.0,5.0,67.33869565217391
2023-11-29 00:45:40.110,15714.0,6.0,43.7886956521739
2023-11-29 00:46:01.786,15960.0,3.0,69.54874999999998
2023-11-29 00:46:25.770,16523.0,4.0,74.67239999999998
2023-11-29 00:46:48.837,17596.0,2.0,71.19347826086957
2023-11-29 00:47:12.505,13840.0,0.0,63.812916666666666
2023-11-29 00:47:32.504,18901.0,4.0,67.67782608695651
2023-11-29 00:48:22.955,17833.0,7.0,68.47739130434783
2023-11-29 00:48:46.851,18731.0,6.0,64.97083333333332
2023-11-29 00:49:11.936,17233.0,5.0,72.80291666666666
2023-11-29 00:50:01.351,15926.0,4.0,59.31119999999999
2023-11-29 00:50:23.691,14896.0,2.0,56.72124999999999
2023-11-29 00:50:44.622,16783.0,1.0,64.47565217391306
2023-11-29 00:51:07.538,15412.0,5.0,59.58958333333333
2023-11-29 00:51:29.133,18187.0,3.0,57.13416666666669
2023-11-29 00:51:53.577,15442.0,3.0,59.230416666666656
2023-11-29 00:52:15.097,13721.0,4.0,67.3784
2023-11-29 00:52:34.975,13451.0,3.0,64.07653846153846
2023-11-29 00:52:54.549,14880.0,5.0,62.14217391304348
2023-11-29 00:53:15.388,15594.0,4.0,61.90583333333334
2023-11-29 00:53:36.932,15644.0,3.0,62.16999999999999
2023-11-29 00:53:58.821,17975.0,3.0,62.92826086956522
2023-11-29 00:54:23.017,14619.0,3.0,66.37782608695653
2023-11-29 00:54:43.697,17447.0,3.0,58.574999999999996
2023-11-29 00:55:06.988,14519.0,3.0,61.80239999999999
2023-11-29 00:55:27.422,15579.0,3.0,55.83833333333332
2023-11-29 00:55:49.123,16417.0,3.0,73.11041666666665
2023-11-29 00:56:54.365,16800.0,2.0,67.03708333333333
