Datetime,Key,Number,Action,Time,Mistakes
2023-11-07 22:31:08.316,N/A,N/A,start,N/A,N/A
2023-11-07 22:31:08.882,a,1,pressed,34,0
2023-11-07 22:31:08.999,a,1,released,41,0
2023-11-07 22:31:10.750,u,2,pressed,146,0
2023-11-07 22:31:10.933,u,2,released,157,0
2023-11-07 22:31:11.199,q,3,pressed,173,0
2023-11-07 22:31:11.349,q,3,released,182,0
2023-11-07 22:31:11.549,w,4,pressed,194,0
2023-11-07 22:31:11.766,w,4,released,207,0
2023-11-07 22:31:11.882,l,6,pressed,214,0
2023-11-07 22:31:11.999,l,6,released,221,1
2023-11-07 22:31:12.216,l,6,pressed,234,1
2023-11-07 22:31:12.333,l,6,released,241,2
2023-11-07 22:31:12.383,m,5,pressed,244,2
2023-11-07 22:31:12.533,m,5,released,253,2
2023-11-07 22:31:12.883,l,6,pressed,274,2
2023-11-07 22:31:13.066,l,6,released,285,2
2023-11-07 22:31:13.265,k,7,pressed,297,2
2023-11-07 22:31:13.433,k,7,released,307,2
2023-11-07 22:31:13.482,j,8,pressed,310,2
2023-11-07 22:31:13.649,j,8,released,320,2
2023-11-07 22:31:14.282,c,25,pressed,358,2
2023-11-07 22:31:14.466,c,25,released,369,3
2023-11-07 22:31:14.716,v,9,pressed,384,3
2023-11-07 22:31:14.899,v,9,released,395,3
2023-11-07 22:31:15.682,s,10,pressed,442,3
2023-11-07 22:31:15.815,s,10,released,450,3
2023-11-07 22:31:16.415,p,11,pressed,486,3
2023-11-07 22:31:16.615,p,11,released,498,3
2023-11-07 22:31:17.415,x,12,pressed,546,3
2023-11-07 22:31:17.565,x,12,released,555,3
2023-11-07 22:31:17.666,r,13,pressed,561,3
2023-11-07 22:31:17.899,r,13,released,575,3
2023-11-07 22:31:18.398,d,14,pressed,605,3
2023-11-07 22:31:18.582,d,14,released,616,3
2023-11-07 22:31:18.715,g,15,pressed,624,3
2023-11-07 22:31:18.915,g,15,released,636,3
2023-11-07 22:31:19.632,y,16,pressed,679,3
2023-11-07 22:31:19.831,y,16,released,691,3
2023-11-07 22:31:20.665,o,17,pressed,741,3
2023-11-07 22:31:20.865,o,17,released,753,3
2023-11-07 22:31:21.048,e,18,pressed,764,3
