Run Start Time,Total Time Taken (ms),Total Mistakes,Layout Difficulty,Mistake Chains
2023-12-21 19:35:14.885,14081.0,4.0,58.229166666666664,4
2023-12-21 19:35:34.314,13583.0,3.0,57.1991304347826,3
2023-12-21 19:35:53.130,15198.0,5.0,66.38652173913044,4
2023-12-21 19:36:13.460,12381.0,5.0,62.86304347826088,4
2023-12-21 19:36:30.908,20514.0,6.0,63.4191304347826,2
2023-12-21 19:36:56.421,16648.0,8.0,77.80291666666668,6
2023-12-21 19:37:18.017,16932.0,8.0,62.345652173913045,5
2023-12-21 19:37:39.932,14515.0,4.0,66.68750000000001,4
2023-12-21 19:37:59.446,13915.0,6.0,71.84124999999996,5
2023-12-21 19:38:18.444,14247.0,5.0,59.780869565217394,5
2023-12-21 19:38:37.724,16480.0,8.0,72.31041666666668,6
2023-12-21 19:38:59.271,13365.0,7.0,59.40521739130435,6
2023-12-21 19:39:17.635,14715.0,4.0,77.12695652173913,3
2023-12-21 19:39:37.532,11649.0,2.0,48.888749999999995,2
2023-12-21 19:39:54.246,15432.0,6.0,69.33375,4
2023-12-21 19:40:14.710,14065.0,7.0,60.07958333333334,6
2023-12-21 19:40:34.008,15282.0,5.0,56.42148148148148,5
2023-12-21 19:40:54.389,14431.0,4.0,68.58391304347826,2
2023-12-21 19:41:13.720,14314.0,3.0,65.28826086956524,2
2023-12-21 19:41:32.933,14165.0,4.0,51.41090909090909,4
2023-12-21 19:41:52.130,13866.0,5.0,48.41958333333332,4
2023-12-21 19:42:10.994,15548.0,7.0,75.64208333333333,6
2023-12-21 19:42:31.409,13031.0,1.0,57.162499999999994,1
2023-12-21 19:42:49.523,13732.0,3.0,59.697916666666664,3
2023-12-21 19:43:08.504,14398.0,3.0,61.77958333333333,3
2023-12-21 19:43:27.918,19414.0,2.0,68.23291666666667,2
2023-12-21 19:43:52.265,12814.0,2.0,51.35124999999999,2
2023-12-21 19:44:10.129,14748.0,5.0,66.545,3
2023-12-21 19:44:29.876,13198.0,2.0,62.01875000000001,2
2023-12-21 19:44:48.057,14314.0,3.0,59.44625000000001,3
2023-12-21 19:45:07.487,13598.0,4.0,67.17083333333333,3
2023-12-21 19:45:26.085,15932.0,7.0,59.37260869565217,4
2023-12-21 19:45:46.949,12248.0,0.0,64.475,0
2023-12-21 19:46:04.280,11816.0,3.0,59.75695652173911,3
2023-12-21 19:46:20.878,14864.0,3.0,62.194782608695654,3
2023-12-21 19:46:40.525,14582.0,4.0,66.89999999999999,2
2023-12-21 19:47:00.289,15765.0,7.0,58.91791666666666,7
2023-12-21 19:47:20.870,15781.0,9.0,55.54083333333333,6
2023-12-21 19:47:41.667,13281.0,2.0,66.18391304347824,2
2023-12-21 19:47:59.864,14065.0,5.0,52.32217391304347,4
2023-12-21 19:48:18.995,10698.0,3.0,72.19208333333334,3
2023-12-21 19:48:34.710,14564.0,4.0,68.09458333333333,4
2023-12-21 19:48:54.190,14198.0,8.0,69.20625,6
2023-12-21 19:49:13.238,15414.0,6.0,53.72666666666666,4
2023-12-21 19:49:33.668,13731.0,2.0,59.43304347826085,2
2023-12-21 19:49:52.132,15115.0,9.0,66.29708333333333,8
2023-12-21 19:50:12.312,11766.0,1.0,74.95304347826087,1
2023-12-21 19:50:28.910,12682.0,4.0,71.185,4
2023-12-21 19:50:46.708,13082.0,2.0,71.19958333333331,2
2023-12-21 19:51:04.639,16665.0,7.0,58.959999999999994,3
2023-12-21 19:51:26.320,13631.0,3.0,66.79909090909089,1
2023-12-21 19:51:45.000,13982.0,4.0,63.742499999999986,3
2023-12-21 19:52:04.047,16198.0,6.0,62.91083333333333,5
2023-12-21 19:52:25.195,15815.0,4.0,58.065416666666664,3
2023-12-21 19:52:45.576,13615.0,3.0,61.136956521739116,3
2023-12-21 19:53:03.990,12664.0,4.0,64.45807692307692,3
2023-12-21 19:53:21.522,14214.0,5.0,54.273199999999996,5
2023-12-21 19:53:40.584,13799.0,3.0,70.19624999999998,2
2023-12-21 19:53:59.032,16131.0,3.0,76.78166666666667,2
2023-12-21 19:54:20.162,13116.0,1.0,58.96666666666666,1
2023-12-21 19:54:38.344,12531.0,2.0,70.79,2
2023-12-21 19:54:55.908,15965.0,5.0,64.6991304347826,5
2023-12-21 19:55:16.905,13965.0,3.0,63.12833333333333,3
2023-12-21 19:55:35.802,11716.0,4.0,42.34291666666666,4
2023-12-21 19:55:52.250,13732.0,3.0,64.43416666666667,3
2023-12-21 19:56:10.898,13615.0,6.0,71.22958333333332,4
2023-12-21 19:56:29.446,16764.0,5.0,61.783600000000014,4
2023-12-21 19:56:51.276,16998.0,5.0,51.57086956521738,5
2023-12-21 19:57:13.457,12781.0,1.0,61.539565217391306,1
2023-12-21 19:57:31.004,11081.0,3.0,53.10826086956523,2
2023-12-21 19:57:48.384,13899.0,4.0,65.05739130434782,3
2023-12-21 19:58:07.332,15498.0,5.0,58.33478260869565,5
2023-12-21 19:58:27.579,13332.0,4.0,54.07880000000001,4
2023-12-21 19:58:45.894,13298.0,3.0,68.30625,3
2023-12-21 19:59:04.191,17331.0,4.0,71.73583333333333,3
2023-12-21 19:59:26.306,13396.0,4.0,74.04916666666666,4
2023-12-21 19:59:44.669,12664.0,2.0,54.252173913043485,2
2023-12-21 20:00:02.583,18014.0,10.0,61.72624999999999,5
2023-12-21 20:00:25.479,14933.0,2.0,69.07541666666667,2
2023-12-21 20:00:44.994,13631.0,3.0,54.87399999999999,2
2023-12-21 20:01:03.658,14515.0,3.0,71.98360000000001,3
2023-12-21 20:01:23.156,14015.0,3.0,59.48041666666666,3
2023-12-21 20:01:42.204,10548.0,2.0,65.02347826086957,2
2023-12-21 20:01:57.768,15398.0,4.0,57.89840000000001,4
2023-12-21 20:02:18.132,16280.999999999998,6.0,67.43333333333334,6
2023-12-21 20:02:39.879,15031.0,4.0,62.72434782608695,4
2023-12-21 20:02:59.876,14432.0,4.0,69.7625,4
2023-12-21 20:03:19.306,15932.0,3.0,64.90434782608695,3
2023-12-21 20:03:40.104,15898.0,4.0,69.63083333333334,4
2023-12-21 20:04:01.167,15314.0,5.0,63.77291666666667,5
2023-12-21 20:04:21.448,13748.0,1.0,67.00166666666667,1
2023-12-21 20:04:41.612,16531.0,7.0,62.001999999999995,4
2023-12-21 20:05:07.375,12382.0,0.0,68.57166666666666,0
