Run Start Time,Total Time Taken (ms),Total Mistakes,Layout Difficulty
2023-11-23 09:22:46.595,16815.0,8.0,62.277499999999996
2023-11-23 09:23:13.342,18363.0,4.0,64.23217391304351
2023-11-23 09:23:37.021,16198.0,5.0,60.283750000000005
2023-11-23 09:23:58.585,17048.0,13.0,63.006249999999994
2023-11-23 09:24:21.218,15198.0,4.0,67.68624999999999
2023-11-23 09:24:41.582,15381.0,5.0,55.063199999999995
2023-11-23 09:25:02.396,16312.000000000002,7.0,71.82639999999998
2023-11-23 09:25:24.073,14298.0,5.0,60.52999999999998
2023-11-23 09:25:43.721,14081.0,4.0,72.08083333333333
2023-11-23 09:26:03.318,17264.0,6.0,69.04166666666667
2023-11-23 09:26:25.748,17648.0,6.0,69.05583333333333
2023-11-23 09:26:48.628,15748.0,5.0,69.02458333333333
2023-11-23 09:27:28.591,15014.0,7.0,66.6095652173913
2023-11-23 09:27:48.905,15948.0,3.0,63.916666666666686
2023-11-23 09:28:10.468,13514.0,2.0,59.10875000000001
2023-11-23 09:28:29.298,14781.0,3.0,70.02291666666667
2023-11-23 09:28:49.262,16681.0,3.0,63.04124999999999
2023-11-23 09:29:11.126,13248.0,4.0,66.41375000000001
2023-11-23 09:29:33.589,14715.0,4.0,60.07375000000001
2023-11-23 09:29:53.870,12332.0,6.0,56.68800000000001
2023-11-23 09:30:11.535,14782.0,4.0,60.63458333333333
2023-11-23 09:30:31.749,16231.000000000002,4.0,59.711739130434786
2023-11-23 09:30:53.246,14748.0,4.0,78.09875
2023-11-23 09:31:13.411,13349.0,0.0,67.06782608695652
2023-11-23 09:31:32.492,13348.0,4.0,52.01583333333334
2023-11-23 09:31:51.323,15898.0,4.0,59.20583333333332
2023-11-23 09:32:12.370,13179.0,3.0,72.46958333333333
2023-11-23 09:32:30.898,13565.0,3.0,63.437083333333334
2023-11-23 09:32:49.746,14831.0,5.0,66.10600000000001
2023-11-23 09:33:09.709,13666.0,1.0,63.92166666666666
2023-11-23 09:33:28.741,13931.0,7.0,48.672499999999985
