Datetime,Key,Number,Action,Time,Mistakes
2023-11-23 08:55:16.789,N/A,N/A,start,N/A,N/A
2023-11-23 08:55:17.388,s,1,pressed,36,0
2023-11-23 08:55:17.522,s,1,released,44,0
2023-11-23 08:55:17.755,x,2,pressed,58,0
2023-11-23 08:55:17.872,x,2,released,65,0
2023-11-23 08:55:18.572,l,3,pressed,107,0
2023-11-23 08:55:18.722,l,3,released,115,0
2023-11-23 08:55:18.905,v,4,pressed,126,0
2023-11-23 08:55:19.088,v,4,released,137,0
2023-11-23 08:55:19.622,w,5,pressed,169,0
2023-11-23 08:55:19.855,w,5,released,183,0
2023-11-23 08:55:19.954,d,6,pressed,189,0
2023-11-23 08:55:20.188,d,6,released,203,0
2023-11-23 08:55:20.355,i,7,pressed,213,0
2023-11-23 08:55:20.505,i,7,released,222,0
2023-11-23 08:55:20.688,q,8,pressed,233,0
2023-11-23 08:55:20.821,q,8,released,241,0
2023-11-23 08:55:21.025,n,9,pressed,253,0
2023-11-23 08:55:21.221,n,9,released,265,0
2023-11-23 08:55:21.422,g,10,pressed,277,0
2023-11-23 08:55:21.571,g,10,released,286,0
2023-11-23 08:55:21.805,t,11,pressed,300,0
2023-11-23 08:55:21.971,t,11,released,310,0
2023-11-23 08:55:23.521,a,12,pressed,403,0
2023-11-23 08:55:23.705,a,12,released,414,0
2023-11-23 08:55:23.955,j,26,pressed,429,0
2023-11-23 08:55:24.171,j,26,released,442,1
2023-11-23 08:55:24.404,h,13,pressed,456,1
2023-11-23 08:55:24.570,h,13,released,466,1
2023-11-23 08:55:24.821,m,14,pressed,481,1
2023-11-23 08:55:25.004,m,14,released,492,1
2023-11-23 08:55:25.104,f,15,pressed,498,1
2023-11-23 08:55:25.304,f,15,released,510,1
2023-11-23 08:55:25.671,c,16,pressed,532,1
2023-11-23 08:55:25.904,c,16,released,546,1
2023-11-23 08:55:25.970,y,17,pressed,550,1
2023-11-23 08:55:26.187,y,17,released,563,1
2023-11-23 08:55:26.887,p,18,pressed,605,1
2023-11-23 08:55:27.087,p,18,released,617,1
2023-11-23 08:55:27.237,u,19,pressed,626,1
2023-11-23 08:55:27.420,u,19,released,637,1
2023-11-23 08:55:27.937,z,20,pressed,668,1
2023-11-23 08:55:28.137,z,20,released,680,1
2023-11-23 08:55:28.270,b,21,pressed,688,1
2023-11-23 08:55:28.487,b,21,released,701,1
2023-11-23 08:55:29.137,k,22,pressed,740,1
2023-11-23 08:55:29.270,k,22,released,748,1
2023-11-23 08:55:29.537,o,23,pressed,764,1
2023-11-23 08:55:29.686,o,23,released,773,1
2023-11-23 08:55:30.086,e,25,pressed,797,1
2023-11-23 08:55:30.270,e,25,released,808,2
2023-11-23 08:55:30.553,r,24,pressed,825,2
2023-11-23 08:55:30.737,r,24,released,836,2
2023-11-23 08:55:30.853,e,25,pressed,843,2
2023-11-23 08:55:31.003,e,25,released,852,2
2023-11-23 08:55:31.103,N/A,N/A,end,N/A,N/A
2023-11-23 08:55:36.086,N/A,N/A,start,N/A,N/A
2023-11-23 08:55:37.253,m,1,pressed,70,0
2023-11-23 08:55:37.452,m,1,released,82,0
2023-11-23 08:55:38.769,o,2,pressed,161,0
2023-11-23 08:55:38.936,o,2,released,171,0
2023-11-23 08:55:40.236,x,3,pressed,249,0
2023-11-23 08:55:40.419,x,3,released,260,0
2023-11-23 08:55:40.735,q,4,pressed,279,0
2023-11-23 08:55:40.903,q,4,released,289,0
2023-11-23 08:55:41.452,i,5,pressed,322,0
2023-11-23 08:55:41.619,i,5,released,332,0
2023-11-23 08:55:42.019,h,24,pressed,356,0
2023-11-23 08:55:42.219,h,24,released,368,1
2023-11-23 08:55:42.585,g,6,pressed,390,1
2023-11-23 08:55:42.769,g,6,released,401,1
2023-11-23 08:55:42.918,a,7,pressed,410,1
2023-11-23 08:55:43.118,a,7,released,422,1
2023-11-23 08:55:43.318,t,8,pressed,434,1
2023-11-23 08:55:43.502,t,8,released,445,1
2023-11-23 08:55:43.737,v,9,pressed,459,1
2023-11-23 08:55:43.968,v,9,released,473,1
2023-11-23 08:55:44.535,w,10,pressed,507,1
2023-11-23 08:55:44.735,w,10,released,519,1
2023-11-23 08:55:45.235,u,11,pressed,549,1
2023-11-23 08:55:45.418,u,11,released,560,1
2023-11-23 08:55:45.552,k,12,pressed,568,1
2023-11-23 08:55:45.718,k,12,released,578,1
2023-11-23 08:55:47.035,b,13,pressed,657,1
2023-11-23 08:55:47.201,b,13,released,667,1
2023-11-23 08:55:47.485,l,14,pressed,684,1
2023-11-23 08:55:47.651,l,14,released,694,1
2023-11-23 08:55:47.901,p,15,pressed,708,1
2023-11-23 08:55:48.117,p,15,released,721,1
2023-11-23 08:55:48.284,j,16,pressed,731,1
2023-11-23 08:55:48.434,j,16,released,740,1
2023-11-23 08:55:49.335,r,17,pressed,793,1
2023-11-23 08:55:49.501,r,17,released,803,1
2023-11-23 08:55:49.817,y,18,pressed,822,1
2023-11-23 08:55:50.001,y,18,released,833,1
2023-11-23 08:55:50.934,z,19,pressed,889,1
2023-11-23 08:55:51.101,z,19,released,899,1
2023-11-23 08:55:51.267,s,20,pressed,909,1
2023-11-23 08:55:51.450,s,20,released,920,1
2023-11-23 08:55:51.934,m,1,pressed,949,1
2023-11-23 08:55:52.150,m,1,released,962,2
2023-11-23 08:55:52.350,n,21,pressed,974,2
2023-11-23 08:55:52.534,n,21,released,985,2
2023-11-23 08:55:52.917,f,22,pressed,1008,2
2023-11-23 08:55:53.067,f,22,released,1017,2
2023-11-23 08:55:53.383,c,23,pressed,1036,2
2023-11-23 08:55:53.566,c,23,released,1047,2
2023-11-23 08:55:53.917,j,16,pressed,1068,2
2023-11-23 08:55:54.067,j,16,released,1077,3
2023-11-23 08:55:54.283,h,24,pressed,1090,3
2023-11-23 08:55:54.450,h,24,released,1100,3
2023-11-23 08:55:54.867,e,25,pressed,1125,3
2023-11-23 08:55:55.000,e,25,released,1133,3
2023-11-23 08:55:55.083,N/A,N/A,end,N/A,N/A
2023-11-23 08:56:00.133,N/A,N/A,start,N/A,N/A
2023-11-23 08:56:01.082,j,1,pressed,57,0
