Run Start Time,Total Time Taken (ms),Total Mistakes,Layout Difficulty
2023-12-24 01:48:36.322,18182.0,5.0,62.37000000000001
2023-12-24 01:49:01.969,17265.0,5.0,67.15666666666667
2023-12-24 01:49:24.134,15081.0,2.0,45.96583333333333
2023-12-24 01:49:44.115,15214.0,2.0,68.91875
2023-12-24 01:50:04.295,11932.0,0.0,59.2208695652174
2023-12-24 01:50:21.259,12998.0,3.0,63.632173913043474
2023-12-24 01:50:39.257,15848.0,3.0,62.45083333333333
2023-12-24 01:50:59.921,15997.0,4.0,68.20666666666666
2023-12-24 01:51:20.501,13248.0,3.0,53.11833333333333
2023-12-24 01:51:38.698,14982.0,2.0,66.42499999999998
2023-12-24 01:51:58.445,13633.0,4.0,64.01041666666666
2023-12-24 01:52:16.793,14215.0,3.0,48.422692307692316
2023-12-24 01:52:35.824,14732.0,1.0,67.66608695652175
2023-12-24 01:52:55.588,13749.0,6.0,62.597826086956545
2023-12-24 01:53:14.119,12148.0,1.0,55.69916666666668
2023-12-24 01:53:31.167,12832.0,3.0,65.47416666666668
2023-12-24 01:53:48.981,15148.0,5.0,62.326666666666654
2023-12-24 01:54:09.128,16132.000000000002,2.0,66.66333333333334
2023-12-24 01:54:30.160,16630.0,2.0,48.550833333333344
2023-12-24 01:54:51.506,14264.0,1.0,78.29374999999999
2023-12-24 01:55:10.753,13832.0,2.0,59.16125
2023-12-24 01:55:29.551,14497.0,2.0,64.54541666666667
2023-12-24 01:55:49.015,13365.0,4.0,68.0608695652174
2023-12-24 01:56:07.179,15031.0,3.0,73.39750000000001
2023-12-24 01:56:27.176,12666.0,3.0,64.64208333333333
2023-12-24 01:56:44.607,13449.0,6.0,67.51333333333332
2023-12-24 01:57:02.972,15497.0,2.0,58.50583333333333
2023-12-24 01:57:23.469,12915.0,1.0,73.80624999999999
2023-12-24 01:57:41.016,12998.0,4.0,64.27719999999998
2023-12-24 01:57:58.780,17515.0,6.0,51.64347826086955
2023-12-24 01:58:21.178,18114.0,6.0,61.748333333333335
2023-12-24 01:58:44.091,16832.0,4.0,70.40541666666667
2023-12-24 01:59:05.739,15465.0,3.0,57.71125000000001
2023-12-24 01:59:25.919,15548.0,5.0,63.954782608695666
2023-12-24 01:59:46.183,16798.0,4.0,60.10839999999998
2023-12-24 02:00:07.946,15448.0,3.0,63.82833333333334
2023-12-24 02:00:28.127,18281.0,6.0,71.40750000000001
2023-12-24 02:00:51.041,14081.0,1.0,62.01041666666666
2023-12-24 02:01:10.155,14131.0,3.0,70.46478260869566
2023-12-24 02:01:29.269,15414.0,3.0,62.655
2023-12-24 02:01:49.566,14397.0,5.0,66.67173913043477
2023-12-24 02:02:08.896,16015.0,3.0,76.99666666666666
2023-12-24 02:02:29.560,15748.0,3.0,60.36391304347826
2023-12-24 02:02:50.407,13932.0,1.0,72.26749999999998
2023-12-24 02:03:09.105,16299.0,3.0,70.72086956521738
2023-12-24 02:03:30.503,11631.0,3.0,54.57434782608696
2023-12-24 02:03:47.200,14649.0,2.0,54.82874999999999
2023-12-24 02:04:06.764,15981.0,1.0,64.38958333333333
2023-12-24 02:04:27.778,14148.0,3.0,62.53208333333333
2023-12-24 02:04:46.725,14698.0,0.0,57.45000000000001
2023-12-24 02:05:06.390,15631.0,3.0,64.00666666666666
2023-12-24 02:05:27.104,14814.0,2.0,66.64958333333333
2023-12-24 02:05:46.884,13665.0,2.0,61.673333333333346
2023-12-24 02:06:05.581,13499.0,0.0,60.69833333333332
2023-12-24 02:06:24.062,15115.0,1.0,64.88416666666666
2023-12-24 02:06:44.209,16432.0,3.0,63.78260869565217
2023-12-24 02:07:05.557,14381.0,4.0,60.248695652173915
2023-12-24 02:07:24.838,13648.0,0.0,59.65041666666667
2023-12-24 02:07:43.552,13398.0,2.0,54.86519999999999
2023-12-24 02:08:01.799,12432.0,2.0,50.677083333333336
2023-12-24 02:08:19.447,13281.0,1.0,67.09291666666665
2023-12-24 02:08:37.744,13665.0,2.0,59.981304347826075
2023-12-24 02:08:56.291,14365.0,7.0,57.41565217391305
2023-12-24 02:09:15.639,14231.0,5.0,72.80583333333333
2023-12-24 02:09:34.836,12998.0,5.0,54.83217391304348
2023-12-24 02:09:52.767,13549.0,7.0,68.10416666666667
2023-12-24 02:10:11.232,13581.0,2.0,64.63833333333334
